ID,Marca,Modelo,Categoria,Precio,Cantidad,Tienda
424,MSI,Katana GF66,Gamer,3000.00,11,San Borja
425,Dell,G15,DiseÃ±o,3400.00,25,Miraflores
426,MSI,Modern 14,DiseÃ±o,4800.00,8,Miraflores
427,Dell,XPS 13,DiseÃ±o,14500.00,8,Los Olivos
428,Dell,Latitude 5420,Gamer,11400.00,6,Lima Este
429,HP,Pavilion 15,Empresarial,4700.00,2,San Isidro
430,Dell,G15,Gamer,6400.00,17,Miraflores
431,Dell,G15,Oficina,5000.00,26,Lima Centro
432,Dell,Latitude 5420,Empresarial,13400.00,9,La Molina
433,Dell,XPS 13,EducaciÃ³n,2300.00,33,Lima Norte
434,Dell,Latitude 5420,Empresarial,12800.00,23,Lima Este
435,HP,Pavilion 15,Empresarial,8400.00,40,Surco
436,Dell,Latitude 5420,Oficina,5400.00,5,Lima Centro
437,Dell,Inspiron 15,Empresarial,10500.00,26,Miraflores
438,Lenovo,Legion 5,EducaciÃ³n,14800.00,41,Lima Sur
439,Lenovo,Yoga Slim 7,Home,14000.00,40,Lima Centro
440,HP,Victus 16,EducaciÃ³n,8000.00,20,Lima Sur
441,Asus,TUF F15,DiseÃ±o,13400.00,15,Lima Sur
442,HP,Victus 16,DiseÃ±o,4500.00,46,San Borja
443,MSI,Modern 14,EducaciÃ³n,8100.00,6,Surco
444,Acer,Predator Helios 300,Empresarial,10300.00,34,Lima Sur
445,Apple,MacBook Air M2,Empresarial,8400.00,46,Miraflores
446,MSI,Modern 14,Home,5500.00,25,Surco
447,HP,Pavilion 15,Oficina,7100.00,8,Lima Norte
448,Asus,ROG Strix G15,DiseÃ±o,9000.00,8,Surco
449,Asus,ROG Strix G15,Empresarial,10300.00,12,Lima Centro
450,Acer,Nitro 5,Gamer,7200.00,21,Lima Sur
451,HP,Envy 13,Home,13600.00,15,Lima Centro
452,Apple,MacBook Air M2,Home,8500.00,18,Lima Norte
453,Dell,XPS 13,Empresarial,6900.00,39,San Isidro
454,Apple,MacBook Pro 14,Home,2500.00,11,San Borja
455,MSI,Modern 14,Home,13100.00,21,San Borja
456,HP,EliteBook 840,DiseÃ±o,5400.00,37,Surco
457,Asus,ROG Strix G15,Empresarial,9000.00,33,Los Olivos
458,Acer,Predator Helios 300,Oficina,6400.00,19,Lima Norte
459,Acer,Predator Helios 300,Empresarial,5100.00,24,Lima Norte
460,MSI,GF63,Home,7200.00,29,Los Olivos
461,HP,Victus 16,Gamer,4300.00,14,Lima Sur
462,Dell,Latitude 5420,Home,9700.00,39,Lima Centro
463,Apple,MacBook Pro 14,DiseÃ±o,14200.00,18,San Isidro
464,Dell,XPS 13,Gamer,11800.00,45,La Molina
465,Lenovo,Yoga Slim 7,Empresarial,11300.00,5,Lima Norte
466,Acer,Nitro 5,Home,4900.00,18,San Isidro
467,HP,Envy 13,EducaciÃ³n,11200.00,21,Lima Este
468,Apple,MacBook Pro 14,Oficina,4300.00,30,Miraflores
469,Dell,Inspiron 15,DiseÃ±o,7400.00,11,Los Olivos
470,MSI,Katana GF66,Empresarial,9300.00,26,San Borja
471,Apple,MacBook Air M2,Home,11000.00,20,San Isidro
472,Acer,Predator Helios 300,Oficina,12400.00,16,San Isidro
473,Lenovo,Legion 5,Oficina,9000.00,31,San Isidro
474,Lenovo,Yoga Slim 7,EducaciÃ³n,9200.00,34,Lima Este
475,MSI,GF63,Empresarial,13800.00,43,Lima Sur
476,HP,EliteBook 840,Home,8900.00,23,San Isidro
477,Acer,Predator Helios 300,Gamer,10300.00,27,La Molina
478,Apple,MacBook Air M2,Gamer,8900.00,17,Lima Sur
479,MSI,Katana GF66,Home,6600.00,16,Lima Norte
480,Acer,Predator Helios 300,EducaciÃ³n,12800.00,13,La Molina
481,HP,Envy 13,Oficina,3300.00,32,Miraflores
482,Acer,Nitro 5,Home,12000.00,45,Lima Norte
483,Asus,ZenBook 14,Home,3000.00,34,Lima Centro
484,Asus,VivoBook 15,Oficina,4800.00,38,Lima Norte
485,Asus,ZenBook 14,Gamer,8300.00,26,Lima Norte
486,MSI,GF63,Home,11800.00,39,Lima Sur
487,HP,Victus 16,Empresarial,13300.00,29,Lima Sur
488,HP,Victus 16,Oficina,10700.00,45,Surco
489,MSI,Modern 14,Oficina,4200.00,36,Miraflores
490,Asus,TUF F15,Oficina,14000.00,10,Lima Centro
491,Lenovo,Yoga Slim 7,EducaciÃ³n,13800.00,48,Surco
492,Lenovo,Legion 5,Home,8800.00,21,San Borja
493,Dell,G15,EducaciÃ³n,14600.00,25,Lima Centro
494,Dell,Latitude 5420,Oficina,9500.00,4,Lima Sur
495,Acer,Predator Helios 300,EducaciÃ³n,2400.00,8,Surco
496,Apple,MacBook Air M1,EducaciÃ³n,5700.00,43,Lima Norte
497,Asus,ZenBook 14,Home,13100.00,5,La Molina
498,Dell,Inspiron 15,Gamer,8700.00,26,La Molina
499,Apple,MacBook Pro 14,DiseÃ±o,10500.00,13,Surco
500,Acer,Swift 3,DiseÃ±o,5700.00,32,Los Olivos
501,HP,Victus 16,EducaciÃ³n,12600.00,10,Los Olivos
502,Lenovo,Yoga Slim 7,DiseÃ±o,3300.00,31,Lima Este
503,Acer,Swift 3,Home,2100.00,28,San Isidro
504,Asus,ROG Strix G15,Oficina,9900.00,4,San Isidro
505,HP,Envy 13,Home,8000.00,38,Los Olivos
506,Dell,Inspiron 15,DiseÃ±o,3800.00,20,Surco
507,Asus,VivoBook 15,Home,4800.00,22,Los Olivos
508,Lenovo,IdeaPad 3,Gamer,10200.00,46,San Borja
509,Lenovo,Yoga Slim 7,Home,13400.00,23,Los Olivos
510,Lenovo,Yoga Slim 7,Gamer,2600.00,3,Los Olivos
511,Asus,TUF F15,Home,6500.00,31,San Isidro
512,MSI,Katana GF66,Home,5500.00,46,San Isidro
513,Asus,TUF F15,DiseÃ±o,12300.00,8,San Borja
514,Apple,MacBook Pro 14,Oficina,5300.00,49,San Isidro
515,HP,EliteBook 840,Empresarial,4800.00,30,Miraflores
516,Apple,MacBook Pro 14,Home,11900.00,15,Lima Norte
517,Acer,Aspire 5,Empresarial,7900.00,41,La Molina
518,Dell,Latitude 5420,Home,12500.00,36,La Molina
519,Dell,G15,Home,11000.00,25,Surco
520,Dell,Inspiron 15,Empresarial,14900.00,34,Surco
521,MSI,Katana GF66,Gamer,5300.00,32,Los Olivos
522,Apple,MacBook Pro 14,Gamer,8600.00,31,Los Olivos
523,Dell,Latitude 5420,EducaciÃ³n,4300.00,12,Surco
524,HP,Envy 13,Gamer,2700.00,43,Miraflores
525,Lenovo,IdeaPad 3,DiseÃ±o,3300.00,45,Lima Este
526,Dell,Inspiron 15,Home,12300.00,47,San Borja
527,HP,Victus 16,Home,4100.00,25,Lima Sur
528,HP,Envy 13,EducaciÃ³n,9000.00,24,Los Olivos
529,MSI,Modern 14,Empresarial,6200.00,6,Los Olivos
530,Acer,Swift 3,EducaciÃ³n,13700.00,28,Surco
531,Lenovo,IdeaPad 3,Oficina,7900.00,40,Los Olivos
532,Lenovo,ThinkPad E14,Gamer,14600.00,31,San Borja
533,Dell,G15,DiseÃ±o,14200.00,15,Lima Centro
534,MSI,GF63,EducaciÃ³n,9400.00,35,Lima Este
535,Asus,VivoBook 15,Empresarial,4700.00,13,La Molina
536,Acer,Swift 3,DiseÃ±o,9500.00,19,Surco
537,MSI,Modern 14,DiseÃ±o,4400.00,1,San Isidro
538,Lenovo,IdeaPad 3,DiseÃ±o,3900.00,34,San Isidro
539,Acer,Nitro 5,Home,13300.00,7,Miraflores
540,HP,EliteBook 840,Home,7600.00,24,Lima Este
541,HP,EliteBook 840,DiseÃ±o,4600.00,12,La Molina
542,Apple,MacBook Pro 14,Gamer,8700.00,12,Lima Este
543,MSI,GF63,Gamer,4400.00,47,Miraflores
544,Asus,ZenBook 14,Gamer,12200.00,44,Lima Norte
545,Asus,TUF F15,EducaciÃ³n,9900.00,29,La Molina
546,Apple,MacBook Pro 14,Home,2700.00,23,Surco
547,Apple,MacBook Pro 14,DiseÃ±o,4400.00,40,Miraflores
548,Lenovo,IdeaPad 3,EducaciÃ³n,7600.00,42,Miraflores
549,Lenovo,ThinkPad E14,EducaciÃ³n,12100.00,21,Lima Sur
550,Asus,ROG Strix G15,Empresarial,13600.00,49,La Molina
551,Asus,ZenBook 14,Empresarial,6600.00,9,La Molina
552,Lenovo,ThinkPad E14,Home,2600.00,5,San Isidro
553,Apple,MacBook Air M1,Empresarial,2500.00,18,Lima Sur
554,HP,Victus 16,Oficina,11000.00,36,Lima Sur
555,Apple,MacBook Pro 14,Gamer,3800.00,46,Miraflores
556,Dell,XPS 13,EducaciÃ³n,10900.00,23,Lima Sur
557,Lenovo,Yoga Slim 7,Gamer,2900.00,28,San Isidro
558,HP,Envy 13,DiseÃ±o,3700.00,13,Surco
559,MSI,Katana GF66,DiseÃ±o,11700.00,1,San Borja
560,Apple,MacBook Air M1,Oficina,2300.00,1,Los Olivos
561,Acer,Predator Helios 300,Home,3100.00,17,Lima Centro
562,HP,EliteBook 840,Home,12900.00,7,La Molina
563,Dell,G15,Home,2300.00,47,Los Olivos
564,MSI,GF63,Empresarial,5100.00,2,San Borja
565,Apple,MacBook Pro 14,DiseÃ±o,12900.00,44,La Molina
566,MSI,Modern 14,Home,14300.00,19,Lima Este
567,Asus,TUF F15,EducaciÃ³n,6900.00,45,Lima Este
568,MSI,GF63,DiseÃ±o,8100.00,18,Miraflores
569,Dell,G15,Empresarial,6900.00,44,San Borja
570,HP,Victus 16,Empresarial,3700.00,29,Lima Sur
571,Lenovo,ThinkPad E14,EducaciÃ³n,12200.00,16,Lima Centro
572,MSI,Modern 14,Oficina,9500.00,44,San Borja
573,Lenovo,ThinkPad E14,Home,3600.00,19,La Molina
574,Asus,TUF F15,EducaciÃ³n,8700.00,22,San Borja
575,MSI,Modern 14,Empresarial,9400.00,41,Lima Sur
576,MSI,GF63,Empresarial,12400.00,5,San Borja
577,Apple,MacBook Pro 14,Home,11600.00,7,San Isidro
578,Apple,MacBook Pro 14,Home,11300.00,46,Lima Norte
579,MSI,Modern 14,Home,8000.00,25,Miraflores
580,Asus,TUF F15,EducaciÃ³n,12300.00,37,Miraflores
581,Asus,ROG Strix G15,EducaciÃ³n,11900.00,12,Los Olivos
582,Apple,MacBook Air M1,EducaciÃ³n,9600.00,21,Surco
583,Apple,MacBook Pro 14,Home,2300.00,23,Miraflores
584,Lenovo,IdeaPad 3,EducaciÃ³n,10800.00,20,Lima Este
585,HP,Envy 13,Gamer,6800.00,46,Lima Este
586,HP,Victus 16,Empresarial,5500.00,29,San Borja
587,MSI,GF63,DiseÃ±o,13800.00,20,Miraflores
588,MSI,Katana GF66,Empresarial,8000.00,6,Los Olivos
589,HP,Envy 13,Oficina,4100.00,2,San Borja
590,Lenovo,ThinkPad E14,Empresarial,11700.00,7,Lima Sur
591,Acer,Nitro 5,Gamer,5200.00,11,Lima Sur
592,HP,Envy 13,DiseÃ±o,12800.00,11,La Molina
593,Acer,Nitro 5,Gamer,9900.00,16,San Isidro
594,Asus,VivoBook 15,Home,5600.00,20,Lima Norte
595,Acer,Swift 3,Home,3200.00,36,La Molina
596,Apple,MacBook Air M2,DiseÃ±o,9800.00,25,San Borja
597,Dell,Latitude 5420,Empresarial,13200.00,9,La Molina
598,Acer,Predator Helios 300,Oficina,12900.00,35,Surco
599,Lenovo,Legion 5,EducaciÃ³n,9000.00,36,San Isidro
600,HP,Victus 16,EducaciÃ³n,5800.00,20,Surco
601,Dell,G15,Home,14000.00,29,Lima Norte
602,Dell,G15,DiseÃ±o,11200.00,40,Los Olivos
603,Apple,MacBook Air M1,Home,6900.00,41,San Isidro
604,MSI,Modern 14,Oficina,4400.00,21,La Molina
605,HP,Victus 16,EducaciÃ³n,14200.00,28,Lima Este
606,Asus,VivoBook 15,EducaciÃ³n,3100.00,22,Miraflores
607,Apple,MacBook Air M1,EducaciÃ³n,10200.00,35,La Molina
608,Dell,XPS 13,Gamer,12800.00,7,San Borja
609,Apple,MacBook Air M1,DiseÃ±o,6800.00,45,Los Olivos
610,Lenovo,IdeaPad 3,EducaciÃ³n,3500.00,34,Los Olivos
611,Acer,Aspire 5,DiseÃ±o,12300.00,24,Miraflores
612,MSI,Katana GF66,Home,14400.00,14,Lima Este
613,Dell,Inspiron 15,Empresarial,4200.00,35,Los Olivos
614,Asus,ROG Strix G15,DiseÃ±o,7000.00,4,San Isidro
615,Dell,XPS 13,Oficina,11200.00,8,San Borja
616,HP,Pavilion 15,Oficina,8300.00,40,Lima Norte
617,Asus,ROG Strix G15,Empresarial,14500.00,26,San Isidro
618,Dell,Inspiron 15,Gamer,6300.00,24,Lima Centro
619,Asus,ROG Strix G15,DiseÃ±o,14600.00,33,La Molina
620,MSI,GF63,Oficina,3100.00,42,Lima Centro
621,Lenovo,Legion 5,Gamer,5600.00,8,San Isidro
622,HP,Envy 13,EducaciÃ³n,3300.00,47,Miraflores
623,HP,Envy 13,DiseÃ±o,5900.00,35,Lima Sur
624,MSI,Katana GF66,DiseÃ±o,8700.00,23,Lima Centro
625,Lenovo,IdeaPad 3,DiseÃ±o,6600.00,8,Lima Este
626,Asus,TUF F15,Home,6500.00,14,San Isidro
627,HP,Victus 16,Empresarial,13500.00,33,Lima Este
628,Dell,XPS 13,EducaciÃ³n,9900.00,23,Lima Este
629,Asus,ZenBook 14,Home,13500.00,7,San Borja
630,MSI,GF63,Oficina,2000.00,28,San Isidro
631,Lenovo,Yoga Slim 7,DiseÃ±o,4000.00,26,Lima Este
632,Apple,MacBook Pro 14,Empresarial,12300.00,50,Los Olivos
633,Dell,G15,DiseÃ±o,8000.00,33,Los Olivos
634,Lenovo,Yoga Slim 7,EducaciÃ³n,6300.00,20,La Molina
635,Apple,MacBook Air M2,DiseÃ±o,14100.00,4,Los Olivos
636,Asus,VivoBook 15,Gamer,9000.00,42,Miraflores
637,Lenovo,ThinkPad E14,DiseÃ±o,11400.00,9,Lima Norte
638,Dell,XPS 13,Empresarial,13900.00,14,Los Olivos
639,Dell,G15,Gamer,10200.00,3,Miraflores
640,Lenovo,Yoga Slim 7,Oficina,3600.00,18,Lima Norte
641,Apple,MacBook Pro 14,Empresarial,2900.00,22,Lima Este
642,Dell,XPS 13,EducaciÃ³n,9700.00,5,Lima Norte
643,Dell,Inspiron 15,DiseÃ±o,6500.00,28,Surco
644,HP,Victus 16,DiseÃ±o,14600.00,38,San Borja
645,HP,Pavilion 15,Home,2500.00,9,Surco
646,MSI,GF63,DiseÃ±o,10600.00,8,Lima Sur
647,Lenovo,Yoga Slim 7,Home,7300.00,1,San Isidro
648,HP,EliteBook 840,Home,11200.00,50,Lima Norte
649,Apple,MacBook Air M1,Home,7400.00,22,San Isidro
650,Apple,MacBook Pro 14,EducaciÃ³n,8800.00,42,Miraflores
651,MSI,Katana GF66,Home,7300.00,29,Surco
652,HP,Envy 13,Gamer,13300.00,28,Lima Este
653,Apple,MacBook Pro 14,Gamer,9400.00,47,Miraflores
654,Lenovo,IdeaPad 3,Oficina,6200.00,46,Surco
655,Dell,XPS 13,Oficina,13000.00,36,La Molina
656,Apple,MacBook Air M1,DiseÃ±o,6200.00,37,Surco
657,Apple,MacBook Air M1,Oficina,6500.00,28,Lima Norte
658,Asus,ZenBook 14,Oficina,11300.00,44,Lima Este
659,Dell,XPS 13,Oficina,8900.00,17,Lima Norte
660,Asus,ZenBook 14,Oficina,9600.00,36,San Isidro
661,Dell,Latitude 5420,Home,10300.00,27,Lima Sur
662,Apple,MacBook Pro 14,Empresarial,4800.00,32,San Isidro
663,Apple,MacBook Air M2,EducaciÃ³n,5600.00,7,Miraflores
664,Apple,MacBook Pro 14,Oficina,4800.00,33,Lima Este
665,MSI,GF63,Gamer,10300.00,6,San Borja
666,HP,Victus 16,Oficina,13600.00,27,Lima Sur
667,Apple,MacBook Pro 14,Empresarial,6900.00,49,La Molina
668,HP,Envy 13,Empresarial,2700.00,23,La Molina
669,Lenovo,IdeaPad 3,Home,12400.00,46,Lima Este
670,MSI,Modern 14,DiseÃ±o,6300.00,8,San Borja
671,Lenovo,Yoga Slim 7,Home,2800.00,9,San Isidro
672,Apple,MacBook Air M2,EducaciÃ³n,7900.00,34,Miraflores
673,Dell,XPS 13,Empresarial,2000.00,41,La Molina
674,Lenovo,Legion 5,Home,5500.00,49,Lima Este
675,Apple,MacBook Air M1,EducaciÃ³n,9200.00,7,Lima Sur
676,MSI,Katana GF66,DiseÃ±o,6100.00,19,Lima Sur
677,Acer,Aspire 5,Oficina,11700.00,22,Surco
678,MSI,GF63,Gamer,13800.00,43,San Isidro
679,HP,EliteBook 840,EducaciÃ³n,6200.00,4,Lima Norte
680,Acer,Predator Helios 300,EducaciÃ³n,14400.00,5,La Molina
681,Lenovo,Legion 5,Empresarial,10300.00,7,La Molina
682,Dell,Latitude 5420,Oficina,5400.00,12,Surco
683,MSI,GF63,Oficina,10000.00,22,La Molina
684,MSI,Katana GF66,EducaciÃ³n,5900.00,45,Lima Centro
685,Lenovo,Legion 5,Oficina,2900.00,15,San Isidro
686,Asus,TUF F15,DiseÃ±o,8400.00,19,Lima Centro
687,MSI,Katana GF66,Home,2300.00,16,San Isidro
688,Apple,MacBook Pro 14,Empresarial,7600.00,27,Lima Sur
689,Acer,Swift 3,Empresarial,2700.00,8,San Isidro
690,HP,Victus 16,Gamer,4000.00,39,Lima Sur
691,MSI,Katana GF66,Gamer,9200.00,13,Lima Norte
692,Apple,MacBook Air M2,Empresarial,3500.00,42,San Borja
693,Apple,MacBook Pro 14,Gamer,14000.00,10,Lima Norte
694,Acer,Aspire 5,EducaciÃ³n,3800.00,44,San Borja
695,HP,EliteBook 840,DiseÃ±o,6300.00,12,San Borja
696,HP,Pavilion 15,Gamer,3900.00,15,Miraflores
697,Acer,Predator Helios 300,Oficina,9100.00,34,Surco
698,Apple,MacBook Pro 14,EducaciÃ³n,4800.00,5,La Molina
699,Lenovo,ThinkPad E14,Oficina,2400.00,47,Miraflores
700,Asus,TUF F15,Oficina,2400.00,29,Lima Norte
701,Acer,Aspire 5,DiseÃ±o,12900.00,29,San Isidro
702,Dell,XPS 13,DiseÃ±o,8100.00,14,La Molina
703,MSI,GF63,Oficina,13000.00,22,Surco
704,MSI,GF63,Home,12800.00,23,La Molina
705,Asus,ZenBook 14,Empresarial,11000.00,5,Surco
706,Acer,Aspire 5,Home,13000.00,42,Surco
707,Dell,G15,EducaciÃ³n,12200.00,44,San Borja
708,Lenovo,Yoga Slim 7,Oficina,5800.00,17,Surco
709,Asus,ROG Strix G15,Home,12600.00,17,Los Olivos
710,Apple,MacBook Air M2,Oficina,4200.00,26,La Molina
711,Lenovo,ThinkPad E14,DiseÃ±o,11800.00,47,Lima Este
712,Asus,ROG Strix G15,DiseÃ±o,8900.00,49,Lima Norte
713,Dell,Inspiron 15,Gamer,12000.00,39,La Molina
714,MSI,GF63,EducaciÃ³n,10900.00,25,San Borja
715,Lenovo,Legion 5,Empresarial,8500.00,21,Lima Norte
716,Dell,Latitude 5420,Oficina,10200.00,32,San Borja
717,Apple,MacBook Pro 14,DiseÃ±o,8500.00,32,San Borja
718,HP,Pavilion 15,Oficina,4100.00,43,Surco
719,Apple,MacBook Air M2,Oficina,7200.00,29,San Borja
720,Apple,MacBook Air M1,EducaciÃ³n,3200.00,5,Surco
721,Lenovo,Yoga Slim 7,DiseÃ±o,10800.00,28,San Isidro
722,Acer,Swift 3,Home,14800.00,10,San Borja
723,HP,Envy 13,Home,3900.00,19,San Isidro
724,MSI,Katana GF66,EducaciÃ³n,11200.00,50,Lima Este
725,Apple,MacBook Air M2,Empresarial,14700.00,17,Lima Sur
726,Apple,MacBook Pro 14,DiseÃ±o,6900.00,17,Lima Sur
727,MSI,GF63,Gamer,13200.00,18,San Isidro
728,Acer,Predator Helios 300,Oficina,3300.00,15,Miraflores
729,Lenovo,ThinkPad E14,Oficina,11600.00,24,Lima Centro
730,Asus,TUF F15,Home,11900.00,12,Lima Sur
731,Acer,Predator Helios 300,Home,11900.00,3,Lima Norte
732,Dell,XPS 13,EducaciÃ³n,11800.00,20,Miraflores
733,Dell,XPS 13,EducaciÃ³n,12500.00,32,Los Olivos
734,MSI,Modern 14,Home,14100.00,45,San Isidro
735,Asus,ROG Strix G15,EducaciÃ³n,5500.00,36,La Molina
736,Asus,TUF F15,EducaciÃ³n,13700.00,16,San Borja
737,Lenovo,Legion 5,Empresarial,2200.00,20,Surco
738,HP,Victus 16,Gamer,14900.00,43,La Molina
739,Lenovo,Legion 5,Gamer,9100.00,22,Miraflores
740,MSI,Katana GF66,DiseÃ±o,9300.00,29,Lima Sur
741,Asus,TUF F15,Oficina,12200.00,26,Lima Este
742,HP,Victus 16,Home,9300.00,40,Lima Norte
743,Asus,ZenBook 14,Gamer,7100.00,40,San Isidro
744,Acer,Predator Helios 300,DiseÃ±o,14400.00,26,Surco
745,Lenovo,ThinkPad E14,Empresarial,7000.00,42,Lima Sur
746,Apple,MacBook Air M1,Empresarial,10600.00,3,San Borja
747,Apple,MacBook Air M2,Empresarial,5900.00,14,La Molina
748,Lenovo,Yoga Slim 7,EducaciÃ³n,9400.00,30,Miraflores
749,MSI,GF63,Home,9800.00,4,San Borja
750,Apple,MacBook Pro 14,EducaciÃ³n,13200.00,46,Lima Sur
751,Acer,Nitro 5,Home,4400.00,13,Surco
752,Lenovo,Legion 5,DiseÃ±o,8000.00,49,Miraflores
753,Apple,MacBook Air M2,Home,2300.00,2,Lima Este
754,Dell,Latitude 5420,Empresarial,9900.00,39,Lima Este
755,Lenovo,IdeaPad 3,DiseÃ±o,5500.00,40,Lima Sur
756,Dell,Inspiron 15,DiseÃ±o,13600.00,32,Lima Centro
757,Dell,Inspiron 15,DiseÃ±o,7100.00,47,La Molina
758,Dell,XPS 13,Gamer,13500.00,10,San Isidro
759,Dell,Inspiron 15,Empresarial,13800.00,11,Lima Norte
760,Apple,MacBook Air M1,Home,9300.00,45,La Molina
761,MSI,Katana GF66,EducaciÃ³n,10700.00,12,San Isidro
762,Dell,Inspiron 15,Home,14900.00,20,La Molina
763,HP,Pavilion 15,Oficina,3700.00,39,Los Olivos
764,Dell,G15,Gamer,7900.00,46,San Borja
765,Dell,G15,Oficina,2500.00,46,La Molina
766,MSI,GF63,Home,2500.00,23,Lima Norte
767,MSI,GF63,DiseÃ±o,5900.00,24,La Molina
768,HP,Victus 16,DiseÃ±o,5600.00,15,Lima Sur
769,Apple,MacBook Air M1,Empresarial,7900.00,33,La Molina
770,MSI,Katana GF66,Oficina,3600.00,5,Lima Sur
771,Acer,Aspire 5,DiseÃ±o,10600.00,44,Lima Centro
772,Dell,G15,Empresarial,12400.00,32,Lima Centro
773,Apple,MacBook Air M2,EducaciÃ³n,12900.00,20,Surco
774,MSI,Katana GF66,Oficina,10900.00,34,Lima Sur
775,Apple,MacBook Air M2,Gamer,3700.00,1,Lima Sur
776,MSI,Modern 14,EducaciÃ³n,5900.00,34,San Borja
777,Asus,ROG Strix G15,Gamer,13700.00,33,La Molina
778,Apple,MacBook Air M2,EducaciÃ³n,8000.00,43,Lima Centro
779,Apple,MacBook Air M1,Gamer,3600.00,34,San Borja
780,Lenovo,ThinkPad E14,Home,9700.00,46,Miraflores
781,Asus,TUF F15,DiseÃ±o,2400.00,48,Lima Norte
782,MSI,Katana GF66,EducaciÃ³n,6700.00,40,Lima Centro
783,HP,Envy 13,Home,11900.00,10,Surco
784,Acer,Aspire 5,Gamer,7800.00,47,Miraflores
785,Dell,G15,Empresarial,4900.00,1,Surco
786,Apple,MacBook Air M2,Empresarial,3000.00,16,Lima Norte
787,Acer,Nitro 5,Gamer,13800.00,44,Lima Norte
788,Acer,Aspire 5,Gamer,4000.00,4,Lima Sur
789,MSI,Modern 14,Gamer,6500.00,40,San Borja
790,Apple,MacBook Air M1,EducaciÃ³n,5600.00,11,Lima Sur
791,MSI,Modern 14,EducaciÃ³n,5200.00,14,Lima Este
792,HP,Victus 16,Empresarial,8500.00,39,San Isidro
793,Apple,MacBook Air M1,EducaciÃ³n,6200.00,15,Lima Sur
794,Apple,MacBook Air M2,DiseÃ±o,13400.00,9,Los Olivos
795,MSI,GF63,Oficina,7600.00,13,Lima Este
796,MSI,Katana GF66,Home,13200.00,36,Los Olivos
797,Asus,ROG Strix G15,DiseÃ±o,12800.00,32,Lima Este
798,Acer,Predator Helios 300,Gamer,11400.00,30,Lima Sur
799,Apple,MacBook Air M1,Home,4300.00,6,Lima Este
800,HP,Envy 13,Oficina,13000.00,2,Lima Norte
801,MSI,Modern 14,Empresarial,3800.00,25,Lima Este
802,MSI,GF63,DiseÃ±o,6800.00,32,Surco
803,Acer,Swift 3,EducaciÃ³n,14000.00,16,La Molina
804,MSI,Modern 14,Empresarial,5600.00,11,Lima Norte
805,Lenovo,ThinkPad E14,DiseÃ±o,4400.00,32,Lima Sur
806,Lenovo,ThinkPad E14,Empresarial,7900.00,21,Lima Centro
807,MSI,Modern 14,Oficina,7900.00,46,Lima Este
808,Acer,Predator Helios 300,DiseÃ±o,14400.00,37,La Molina
809,MSI,GF63,DiseÃ±o,9900.00,14,Lima Este
810,Apple,MacBook Air M2,Oficina,8100.00,16,Miraflores
811,Lenovo,Yoga Slim 7,Oficina,7700.00,29,Lima Norte
812,MSI,Modern 14,DiseÃ±o,11100.00,8,San Borja
813,Apple,MacBook Air M1,Empresarial,9300.00,22,Lima Este
814,Apple,MacBook Air M1,Oficina,2200.00,48,San Borja
815,MSI,Katana GF66,DiseÃ±o,14200.00,41,Los Olivos
816,Apple,MacBook Air M2,Oficina,11700.00,23,Lima Sur
817,MSI,Katana GF66,DiseÃ±o,7800.00,23,Miraflores
818,Apple,MacBook Pro 14,Home,6900.00,46,Lima Este
819,MSI,Katana GF66,EducaciÃ³n,4200.00,8,Lima Norte
820,Acer,Nitro 5,EducaciÃ³n,5500.00,2,Lima Centro
821,Lenovo,Legion 5,Gamer,14400.00,25,Miraflores
822,MSI,Modern 14,Empresarial,5200.00,11,Lima Centro
823,MSI,Modern 14,Empresarial,13000.00,50,Los Olivos
824,Asus,ROG Strix G15,DiseÃ±o,5800.00,36,San Isidro
825,Lenovo,IdeaPad 3,Oficina,11300.00,27,San Isidro
826,Lenovo,Yoga Slim 7,Gamer,10400.00,24,Los Olivos
827,Dell,G15,Empresarial,7900.00,28,San Isidro
828,Apple,MacBook Air M1,DiseÃ±o,10100.00,1,Lima Sur
829,Acer,Aspire 5,Home,7400.00,33,Surco
830,Acer,Nitro 5,Home,13000.00,30,Lima Este
831,Apple,MacBook Air M2,Gamer,12400.00,12,San Isidro
832,Dell,Latitude 5420,EducaciÃ³n,7800.00,5,Lima Norte
833,Lenovo,ThinkPad E14,DiseÃ±o,14600.00,38,Lima Norte
834,Acer,Predator Helios 300,DiseÃ±o,14800.00,21,San Borja
835,Apple,MacBook Air M2,EducaciÃ³n,8300.00,10,Surco
836,Lenovo,Legion 5,Gamer,3000.00,48,Miraflores
837,Acer,Predator Helios 300,Oficina,10700.00,26,La Molina
838,Asus,VivoBook 15,EducaciÃ³n,2400.00,24,Lima Este
839,MSI,Katana GF66,Gamer,5500.00,7,San Borja
840,MSI,GF63,Oficina,10400.00,5,Lima Norte
841,HP,EliteBook 840,EducaciÃ³n,10100.00,33,Lima Sur
842,Lenovo,Legion 5,Oficina,10600.00,49,Surco
843,Asus,TUF F15,DiseÃ±o,15000.00,50,La Molina
844,Lenovo,Legion 5,Home,10700.00,23,Lima Este
845,Lenovo,Legion 5,EducaciÃ³n,10000.00,46,Surco
846,Acer,Aspire 5,Home,9500.00,12,San Borja
847,Asus,ROG Strix G15,EducaciÃ³n,8600.00,18,San Isidro
848,HP,EliteBook 840,Oficina,9200.00,4,San Isidro
